query_seq	what_def	kid	pathway	family	genus_sp
lcl|FLDA00M02GN15Z	cellobiose phosphorylase	K00702	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GN4LH	photosystem II PsbO protein	K02716	Photosynthesis	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GN58W	phosphoglycerate kinase	K00927	Glycolysis / Gluconeogenesis	bacillariaceae	Thalassiosira
lcl|FLDA00M02GN5CD	large subunit ribosomal protein LP0	K02941	Ribosome	Chaetocerotaceae	Chaetoceros
lcl|FLDA00M02GN5JD	geranylgeranyl reductase	K10960	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GN8NN	threonyl-tRNA synthetase	K01868	Aminoacyl-tRNA biosynthesis	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GNCUT	large subunit ribosomal protein L10Ae	K02865	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GNDV4	"guanine nucleotide binding protein (G protein), alpha 12"	K04346	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GNFE0	tryptophanyl-tRNA synthetase	K01867	Tryptophan metabolism	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GNFN8	glyceraldehyde 3-phosphate dehydrogenase	K00134	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GNFQB	photosystem II PsbO protein	K02716	Photosynthesis	bacillariaceae	Thalassiosira
lcl|FLDA00M02GNIEI	translation initiation factor IF-2 unclassified subunit	K03243	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GNJRF	tubulin alpha	K07374	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GNLVA	phosphoribosylamine--glycine ligase	K01945	NA	bacillariaceae	Fragilariopsis
lcl|FLDA00M02GNPYK	small subunit ribosomal protein S6e	K02991	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GNQKG	large subunit ribosomal protein L31e	K02910	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GNQQK	glutamine synthetase	K01915	"Alanine, aspartate and glutamate metabolism"	bacillariaceae	Fragilariopsis
lcl|FLDA00M02GNSMQ	serine/threonine protein phosphatase 2	K07314	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GNTQN	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GNVXU	ketol-acid reductoisomerase	K00053	"Valine, leucine and isoleucine biosynthesis"	bacillariaceae	Fragilariopsis
lcl|FLDA00M02GNZ8X	lcl|tps:THAPSDRAFT_270116	NA	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GO3TM	signal-transduction protein	NA	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GO4H5	ferredoxin--NADP+ reductase	K02641	Photosynthesis	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GO7TX	V-type H+-transporting ATPase subunit E	K02150	Oxidative phosphorylation	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GOEWK	large subunit ribosomal protein L37Ae	K02921	Ribosome	bacillariaceae	Thalassiosira
lcl|FLDA00M02GOFHB	tubulin beta	K07375	NA	bacillariaceae	Thalassiosira
lcl|FLDA00M02GOG6H	glycine hydroxymethyltransferase	K00600	"Glycine, serine and threonine metabolism"	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GOGFV	phosphate transport system ATP-binding protein	K02036	NA	bacillariaceae	Phaeodactylum
lcl|FLDA00M02GOIRR	DNA-directed RNA polymerase II subunit H	K03016	Purine metabolism	bacillariaceae	Fragilariopsis
lcl|FLDA00M02GOKBZ	glycerol-3-phosphate cytidylyltransferase	K00980	NA	bacillariaceae	Phaeodactylum
lcl|FLDA00M02GOKZV	heme oxygenase	K00510	Porphyrin and chlorophyll metabolism	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GOL2Z	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Fragilariopsis
lcl|FLDA00M02GOP3C	"fructose-1,6-bisphosphatase I"	K03841	Glycolysis / Gluconeogenesis	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GOX1E	Lhcx1; protein fucoxanthin chlorophyll a/c protein	NA	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GP32F	ferredoxin component	NA	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GP3G8	glyceraldehyde 3-phosphate dehydrogenase	K00134	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GP3J3	lcl|pti:PHATRDRAFT_35965	NA	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GP3OB	small subunit ribosomal protein S8e	K02995	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GPA12	phosphoadenosine phosphosulfate reductase	K00390	Sulfur metabolism	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GPA8I	cytochrome c oxidase subunit III	K02262	Oxidative phosphorylation	bacillariaceae	Thalassiosira
lcl|FLDA00M02GPAM1	putative 4-hydroxyphenylacetate isomerase/decar (ISS)	NA	NA	bacillariaceae	Phaeodactylum
lcl|FLDA00M02GPBFG	"fructose-bisphosphate aldolase, class I"	K01623	NA	bacillariaceae	Thalassiosira
lcl|FLDA00M02GPBYB	glyceraldehyde 3-phosphate dehydrogenase	K00134	Glycolysis / Gluconeogenesis	bacillariaceae	Fragilariopsis
lcl|FLDA00M02GPCAJ	glyceraldehyde 3-phosphate dehydrogenase	K00134	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GPFPM	tubulin beta	K07375	NA	Chaetocerotaceae	Chaetoceros
lcl|FLDA00M02GPFWN	leucyl-tRNA synthetase	K01869	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GPHHR	Tpt1; triose phosphate/phosphate translocator	NA	NA	bacillariaceae	Phaeodactylum
lcl|FLDA00M02GPJ35	large subunit ribosomal protein L17	K02879	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GPJK4	large subunit ribosomal protein L5e	K02932	Ribosome	bacillariaceae	Fragilariopsis
lcl|FLDA00M02GPKPK	glutamine synthetase	K01915	"Alanine, aspartate and glutamate metabolism"	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GPLPS	protein transport protein SEC61 subunit gamma and related proteins	K07342	NA	bacillariaceae	Thalassiosira
lcl|FLDA00M02GPM46	phosphoglycerate kinase	K00927	Glycolysis / Gluconeogenesis	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GPMO1	tubulin alpha	K07374	NA	bacillariaceae	Thalassiosira
lcl|FLDA00M02GPNAX	"bile acid:Na+ symporter, BASS family"	K03453	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GPQQN	molecular chaperone HtpG	K04079	NA	bacillariaceae	Thalassiosira
lcl|FLDA00M02GPQV3	elongation factor EF-1 alpha subunit	K03231	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GPS5Z	"actin, other eukaryote"	K10355	NA	bacillariaceae	Fragilariopsis
lcl|FLDA00M02GPSUH	phosphoenolpyruvate carboxylase	K01595	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GPVWJ	heat shock 70kDa protein 5	K09490	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GPW4R	5-methyltetrahydrofolate--homocysteine methyltransferase	K00548	Cysteine and methionine metabolism	bacillariaceae	Fragilariopsis
lcl|FLDA00M02GPZC0	lcl|pti:PHATRDRAFT_22901	NA	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GPZUZ	aminotransferase	NA	NA	bacillariaceae	Fragilariopsis
lcl|FLDA00M02GQ11M	elongation factor EF-G	K02355	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GQ1KZ	cytochrome c oxidase subunit I	K02256	Oxidative phosphorylation	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GQ2CU	light-harvesting complex I chlorophyll a/b binding protein 1	K08907	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GQ4CS	actin beta/gamma 1	K05692	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GQ4M3	lcl|pti:PHATRDRAFT_10830	NA	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GQ4M9	oxidoreductase	NA	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GQ7KE	large subunit ribosomal protein L8e	K02938	Ribosome	bacillariaceae	Fragilariopsis
lcl|FLDA00M02GQB1G	translation initiation factor eIF-4A	K03257	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GQT50	large subunit ribosomal protein L3e	K02925	Ribosome	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GQUAR	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GQUP6	"clathrin, heavy polypeptide"	K04646	Endocytosis	bacillariaceae	Fragilariopsis
lcl|FLDA00M02GQUX7	ABC-2 type transport system permease protein	K01992	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GQVSB	ferredoxin--NADP+ reductase	K02641	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GQY14	large subunit ribosomal protein L37Ae	K02921	Ribosome	bacillariaceae	Thalassiosira
lcl|FLDA00M02GR3PY	small subunit ribosomal protein S24e	K02974	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GR60J	small subunit ribosomal protein S27Ae	K02977	Ribosome	bacillariaceae	Fragilariopsis
lcl|FLDA00M02GR9Z9	GBP1; GTP binding protein	NA	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GRAG3	calmodulin	K02183	Phosphatidylinositol signaling system	bacillariaceae	Thalassiosira
lcl|FLDA00M02GRB6O	tubulin alpha	K07374	NA	bacillariaceae	Thalassiosira
lcl|FLDA00M02GRBDW	large subunit ribosomal protein L31e	K02910	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GRD9H	"dTDP-glucose 4,6-dehydratase"	K01710	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GRG3X	"fructose-bisphosphate aldolase, class I"	K01623	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GRH2P	calmodulin	K02183	Phosphatidylinositol signaling system	Chaetocerotaceae	Chaetoceros
lcl|FLDA00M02GRNCQ	protein transport protein SEC61 subunit alpha	K10956	NA	bacillariaceae	Thalassiosira
lcl|FLDA00M02GRNK9	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Pseudo-nitzschia australis
lcl|FLDA00M02GRNOA	phosphoglucomutase	K01835	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GRQIC	tubulin alpha	K07374	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GRRRA	phosphate transport system ATP-binding protein	K02036	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GRWPU	lcl|tps:THAPSDRAFT_268040	NA	NA	bacillariaceae	Thalassiosira
lcl|FLDA00M02GRXIX	elongation factor EF-3	K03235	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GS1IA	lcl|pti:PHATRDRAFT_48040	NA	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GS591	large subunit ribosomal protein L15e	K02877	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GS5A4	glutamyl-tRNA synthetase	K01885	Porphyrin and chlorophyll metabolism	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GS5NY	ADP-ribosylation factor 1	K07937	NA	Chaetocerotaceae	Chaetoceros
lcl|FLDA00M02GS8B8	large subunit ribosomal protein L21e	K02889	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GS9MW	elongation factor EF-G	K02355	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GSD23	"glutamate-1-semialdehyde 2,1-aminomutase"	K01845	Porphyrin and chlorophyll metabolism	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GSFWF	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Thalassiosira
lcl|FLDA00M02GSIVD	peptidyl-prolyl cis-trans isomerase-like 2	K10598	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GSQFX	asparaginyl-tRNA synthetase	K01893	Aminoacyl-tRNA biosynthesis	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GSQVO	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GSSAL	FABZ; 3R-hydroxyacyl-dehydrase	NA	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GSUCA	phosphoglycerate kinase	K00927	Glycolysis / Gluconeogenesis	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GSZOT	nucleoside-diphosphate kinase	K00940	Purine metabolism	bacillariaceae	Phaeodactylum
lcl|FLDA00M02GT0CA	F-type H+-transporting ATPase subunit beta	K02133	Oxidative phosphorylation	bacillariaceae	Fragilariopsis
lcl|FLDA00M02GT0U8	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GT1VB	translation initiation factor eIF-5A	K03263	NA	bacillariaceae	Thalassiosira
lcl|FLDA00M02GT344	heat shock 70kDa protein 1/8	K03283	Spliceosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GT370	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GTEC1	"vacuolar protein, putative"	NA	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GTFPA	"fructose-bisphosphate aldolase, class I"	K01623	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GTLIL	large subunit ribosomal protein L5e	K02932	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GTLTW	geranylgeranyl reductase	K10960	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GTMKI	solute carrier family 25 (mitochondrial carrier; adenine nucleotide	K05863	Calcium signaling pathway	Chaetocerotaceae	Chaetoceros
lcl|FLDA00M02GTSSF	cytoplasmic ribosomal protein S13	NA	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GTT1P	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GTT92	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GTTCW	small subunit ribosomal protein S13e	K02953	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GTTJ3	"fructose-1,6-bisphosphatase I"	K03841	Glycolysis / Gluconeogenesis	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GTX0R	glutamine synthetase	K01915	"Alanine, aspartate and glutamate metabolism"	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GU0CV	large subunit ribosomal protein L8e	K02938	Ribosome	Chaetocerotaceae	Chaetoceros
lcl|FLDA00M02GU240	ABC-2 type transport system permease protein	K01992	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GU27B	short-chain alcohol dehydrogenase with NAD or NADP as acceptor (EC:1.1.1.-)	NA	NA	Chaetocerotaceae	Chaetoceros
lcl|FLDA00M02GU2GL	tubulin alpha	K07374	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GU3IT	adenylosuccinate synthase	K01939	Purine metabolism	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GU9WF	large subunit ribosomal protein L23e	K02894	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GUAFN	elongation factor EF-G	K02355	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GUBCY	ADP-ribosylation factor 1	K07937	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GUDDV	histone H2A	K11251	NA	bacillariaceae	Phaeodactylum
lcl|FLDA00M02GUJW4	lcl|pti:PHATRDRAFT_56630	NA	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GUOTC	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GUPOY	glutamate synthase (NADPH/NADH) [EC:1.4.1.13 1.4.1.14]	K00264	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GUQEX	small subunit ribosomal protein S17e	K02962	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GUS3P	large subunit ribosomal protein L3e	K02925	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GUUA0	small subunit ribosomal protein SAe	K02998	Ribosome	bacillariaceae	Fragilariopsis
lcl|FLDA00M02GUW6C	ISIP3; iron starvation induced protein	NA	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GUXMC	elongation factor EF-1 alpha subunit	K03231	NA	bacillariaceae	Fragilariopsis
lcl|FLDA00M02GV031	"glutamate-1-semialdehyde 2,1-aminomutase"	K01845	Porphyrin and chlorophyll metabolism	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GV1YE	immunophilin	NA	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GV42E	F-type H+-transporting ATPase subunit beta	K02133	Oxidative phosphorylation	bacillariaceae	Fragilariopsis
lcl|FLDA00M02GV6NN	molecular chaperone HtpG	K04079	NA	Chaetocerotaceae	Chaetoceros
lcl|FLDA00M02GV8ZU	syntaxin 1B/2/3/4	K08486	SNARE interactions in vesicular transport	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GVCHS	S-adenosylmethionine synthetase	K00789	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GVE9F	small subunit ribosomal protein S4e	K02987	Ribosome	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GVEUX	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GVL6E	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GVLWS	large subunit ribosomal protein L10Ae	K02865	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GVM4O	flavodoxin I	K03839	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GVSU0	pyridoxine biosynthesis protein	K06215	Vitamin B6 metabolism	bacillariaceae	Phaeodactylum
lcl|FLDA00M02GVZ0Y	large subunit ribosomal protein L38e	K02923	Ribosome	bacillariaceae	Fragilariopsis
lcl|FLDA00M02GW2VJ	large subunit ribosomal protein L11e	K02868	Ribosome	bacillariaceae	Phaeodactylum
lcl|FLDA00M02GW3Y1	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GW7NK	large subunit ribosomal protein L8e	K02938	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GWCGZ	small subunit ribosomal protein S5e	K02989	Ribosome	bacillariaceae	Pseudo-nitzschia australis
lcl|FLDA00M02GWLVE	T-complex protein 1 subunit epsilon	K09497	NA	Chaetocerotaceae	Chaetoceros
lcl|FLDA00M02GWSI9	thioredoxin 1	K03671	NA	bacillariaceae	Fragilariopsis
lcl|FLDA00M02GWZGG	lcl|pti:PHATRDRAFT_48103	NA	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GWZRF	fatty acid desaturase 3 (delta-6 desaturase)	K10225	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GX1V3	small subunit ribosomal protein S21e	K02971	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GX2AO	putative ATPase	K07478	NA	bacillariaceae	Fragilariopsis
lcl|FLDA00M02GX2F0	glyceraldehyde 3-phosphate dehydrogenase	K00134	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GX2S0	ribonucleoside-diphosphate reductase subunit M1	K10807	Purine metabolism	bacillariaceae	Thalassiosira
lcl|FLDA00M02GX4Z1	elongation factor EF-1 alpha subunit	K03231	NA	bacillariaceae	Phaeodactylum
lcl|FLDA00M02GX87U	V-type H+-transporting ATPase subunit A	K02117	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GX9F9	adenosylhomocysteinase	K01251	Cysteine and methionine metabolism	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GXAO7	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GXGI3	oxidoreductase	K13574	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GXHHC	large subunit ribosomal protein L10Ae	K02865	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GXI82	large subunit ribosomal protein L7e	K02937	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GXJI7	F-type H+-transporting ATPase subunit gamma	K02115	Oxidative phosphorylation	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GXP9L	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GXQV0	large subunit ribosomal protein L35e	K02918	Ribosome	bacillariaceae	Thalassiosira
lcl|FLDA00M02GXSED	lcl|pti:PHATRDRAFT_23371	K06942	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GXSEJ	elongation factor EF-G	K02355	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GXUUP	elongation factor EF-G	K02355	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GXWU5	protoporphyrinogen oxidase	K00231	Porphyrin and chlorophyll metabolism	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GY0YR	AP-1 complex subunit mu	K12393	NA	bacillariaceae	Fragilariopsis
lcl|FLDA00M02GY1YR	actin beta/gamma 1	K05692	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GY2UQ	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GY38D	succinate dehydrogenase (ubiquinone) iron-sulfur protein	K00235	Citrate cycle (TCA cycle)	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GY71O	large subunit ribosomal protein L31e	K02910	Ribosome	Chaetocerotaceae	Chaetoceros
lcl|FLDA00M02GY91H	40S ribosomal protein S13	NA	NA	Chaetocerotaceae	Chaetoceros
lcl|FLDA00M02GYBXE	"protein phosphatase 1, catalytic subunit"	K06269	Oocyte meiosis	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GYFPF	small subunit ribosomal protein S18e	K02964	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GYFUB	tubulin alpha	K07374	NA	bacillariaceae	Thalassiosira
lcl|FLDA00M02GYGJH	large subunit ribosomal protein L11e	K02868	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GYMOV	vhl1; prefoldin protein	NA	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GYRG8	26S proteasome regulatory subunit N1	K03028	Proteasome	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GYRVN	glutamate synthase (ferredoxin)	K00284	NA	bacillariaceae	Thalassiosira
lcl|FLDA00M02GYT8V	"actin, other eukaryote"	K10355	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02GYTS0	magnesium chelatase subunit ChlD	K03404	Porphyrin and chlorophyll metabolism	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GYVTM	pyruvate dehydrogenase E1 component subunit alpha	K00161	Glycolysis / Gluconeogenesis	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GYW93	large subunit ribosomal protein L27Ae	K02900	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02GYZTZ	"clathrin, heavy polypeptide"	K04646	Endocytosis	bacillariaceae	Thalassiosira
lcl|FLDA00M02GZ2G7	large subunit ribosomal protein L13Ae	K02872	Ribosome	bacillariaceae	Pseudo-nitzschia granii
